@relation DeerHunter_missing

@attribute wtdeer numeric
@attribute state numeric
@attribute urban numeric
@attribute race numeric
@attribute retire numeric
@attribute employ numeric
@attribute educ numeric
@attribute married numeric
@attribute income numeric
@attribute gender numeric
@attribute age numeric
@attribute huntexp numeric
@attribute agehunt numeric
@attribute trips numeric
@attribute bagdeer numeric
@attribute numbag numeric
@attribute bagbuck numeric
@attribute avgcost numeric
@attribute totcost numeric
@attribute a numeric
@attribute yes numeric

@data
0.355453,46,2,1,0,0,12,1,27500,1,67,56,11,10,0,0,0,10,100,45,1
0.61994,20,3,1,0,1,12,1,15000,1,67,55,12,3,0,0,0,5,15,289,1
1.330903,33,3,1,4,0,0,1,15000,1,67,53,14,21,1,2,1,10,210,289,1
3.501866,40,2,1,1,0,12,1,15000,1,67,49,18,12,0,0,0,1,12,491,2
3.501866,40,2,1,1,0,12,1,15000,1,67,44,23,1,1,1,1,265,265,953,2
3.501866,40,1,1,0,1,22,1,40000,1,67,52,15,1,0,0,0,105,105,953,2
1.103573,36,3,1,1,0,12,1,15000,1,67,55,12,2,1,1,0,3,6,202,1
2.214713,23,2,1,1,0,24,1,15000,1,67,37,30,1,0,0,0,1,1,202,2
1.432036,23,2,1,1,0,12,1,40000,1,67,55,12,5,0,0,0,10,50,491,1
1.223893,14,2,1,1,0,12,1,27500,1,67,53,14,2,1,1,0,120,240,491,1
0.299043,35,1,1,0,1,9,1,15000,1,67,52,15,1,1,1,1,65,65,953,2
0.152425,35,2,1,1,0,9,1,15000,1,67,40,27,2,0,0,0,5,10,139,1
0.865309,48,3,1,1,0,8,0,15000,1,67,50,17,5,0,0,0,4,20,27,1
0.233064,29,3,1,0,1,12,1,85000,1,67,58,9,7,0,0,0,12,84,491,2
0.659806,13,2,1,1,0,8,1,15000,1,67,56,11,2,0,0,0,17,34,491,2
0.32162,13,1,1,1,0,12,1,15000,1,67,63,4,3,0,0,0,20,60,202,2
0.821269,13,2,1,0,1,11,1,27500,1,67,53,14,1,0,0,0,70,70,27,1
0.530816,13,3,1,1,0,11,1,5000,1,67,55,12,1,1,1,1,500,500,69,1
1.301266,47,1,1,1,0,26,1,62500,1,67,43,24,1,0,0,0,275,275,202,2
1.436951,10,3,1,1,0,11,0,15000,1,67,58,9,30,0,0,0,50,1500,491,1
0.862923,1,2,1,0,1,12,1,62500,1,67,46,21,15,1,1,1,2,30,491,1
0.813152,43,2,1,1,0,21,1,27500,1,67,60,7,20,1,3,1,50,1000,289,2
1.175162,4,3,1,1,0,8,1,40000,1,67,55,12,30,1,4,1,10.333333,310,953,1
4.336957,44,2,1,1,0,22,1,40000,1,67,60,7,3,0,0,0,6,18,202,1
0.342884,51,3,1,0,1,10,1,27500,1,67,57,10,1,1,1,1,4,4,27,2
0.146582,35,2,1,1,0,22,1,40000,1,67,57,10,3,1,1,1,16.666667,50,289,2
0.385522,45,3,1,0,1,11,1,22500,1,67,51,16,2,1,1,1,40,80,953,2
0.326176,20,2,1,0,1,25,1,62500,1,68,54,14,1,0,0,0,5,5,953,2
0.326176,20,2,1,1,0,24,1,15000,1,68,56,12,5,0,0,0,10,50,491,1
0.231162,30,2,1,1,0,23,1,15000,1,68,54,14,10,0,0,0,5,50,491,2
0.61994,20,2,1,1,0,8,0,5000,1,68,56,12,10,0,0,0,1,10,491,2
1.330903,33,2,1,1,0,12,1,15000,1,68,54,14,17,0,0,0,27,459,289,1
0.822219,49,2,1,1,0,24,1,15000,1,68,60,8,7,1,1,0,50,350,491,2
0.583316,21,3,1,1,0,12,1,15000,1,68,56,12,1,0,0,0,12,12,99,2
2.203171,23,3,1,1,0,12,1,27500,1,68,57,11,1,0,0,0,50,50,491,2
1.416403,23,3,1,1,0,12,1,22500,1,68,56,12,2,1,0,1,750,1500,289,1
2.203171,23,2,1,0,1,11,1,62500,1,68,53,15,1,1,1,0,75,75,491,1
1.413463,23,3,1,1,0,8,1,15000,1,68,53,15,15,1,1,1,2,30,45,1
0.59401,26,3,1,1,0,12,1,27500,1,68,62,6,7,0,0,0,5,35,491,2
1.21144,24,3,1,1,0,8,0,15000,1,68,50,18,2,1,0,0,10,20,202,1
0.336294,13,2,1,1,0,9,1,15000,1,68,52,16,1,1,1,0,4,4,491,2
0.288245,13,2,1,1,0,8,1,15000,1,68,63,5,3,1,1,0,7,21,491,2
0.66352,13,3,1,0,1,21,1,15000,1,68,52,16,2,0,0,0,1,2,99,2
1.248691,41,3,1,0,1,24,1,62500,1,68,56,12,5,0,0,0,50,250,202,2
0.892045,47,1,1,1,0,12,1,40000,1,68,56,12,10,1,2,1,15,150,953,1
1.011419,11,3,1,1,0,21,1,15000,1,68,62,6,4,1,1,1,8,32,202,1
1.12293,11,3,1,1,0,10,1,27500,1,68,54,14,10,0,0,0,4,40,139,2
1.557423,19,2,1,0,1,10,1,15000,1,68,56,12,30,0,0,0,1,30,491,2
0.731004,19,3,1,0,1,8,1,27500,1,68,66,2,11,1,4,1,30,330,69,1
0.85029,19,3,1,4,0,26,1,85000,1,68,57,11,20,1,1,1,25,500,491,1
1.387187,3,2,1,1,0,3,1,15000,1,68,38,30,3,0,0,0,85,255,953,2
3.637179,3,3,1,1,0,12,1,15000,1,68,52,16,5,0,0,0,5,25,289,1
0.216801,42,1,1,1,0,12,1,40000,1,68,63,5,4,1,1,0,95,380,953,2
0.542837,27,3,1,1,0,12,1,15000,1,68,53,15,4,0,0,0,34,136,289,1
0.187019,46,3,1,1,0,10,1,40000,1,69,54,15,16,0,0,0,6.25,100,139,1
1.708498,40,3,1,1,0,12,1,40000,1,69,57,12,15,0,0,0,4,60,491,2
2.203171,23,1,1,1,0,26,1,40000,1,69,50,19,6,1,1,0,15,90,99,1
3.850131,14,2,1,1,0,8,1,15000,1,69,57,12,7,0,0,0,13,91,491,1
1.038282,24,3,1,1,0,12,1,15000,1,69,58,11,2,0,0,0,150,300,289,2
0.951594,24,2,1,1,0,12,1,27500,1,69,59,10,4,0,0,0,1.25,5,202,1
1.925049,50,3,1,1,0,22,1,15000,1,69,59,10,5,0,0,0,7,35,491,2
0.915454,48,3,1,1,0,12,1,40000,1,69,59,10,5,1,1,1,15,75,491,2
0.336294,13,2,1,1,0,8,1,15000,1,69,43,26,3,0,0,0,10,30,491,2
1.712399,48,3,1,0,1,10,0,15000,0,69,54,15,8,1,1,1,16,128,491,2
0.713896,19,2,1,1,0,12,1,15000,1,69,61,8,2,0,0,0,15,30,202,2
0.707192,25,2,1,0,1,8,1,40000,1,69,51,18,30,1,1,1,10,300,45,1
0.677092,45,3,1,1,0,12,1,22500,1,69,54,15,1,1,1,1,40,40,289,1
0.401105,42,2,1,1,0,12,1,15000,1,69,62,7,2,1,1,0,15,30,491,2
0.677092,45,2,1,0,1,22,1,40000,1,69,57,12,2,0,0,0,100,200,491,2
0.542837,27,3,1,1,0,26,1,62500,1,69,51,18,2,0,0,0,2,4,202,2
0.542837,27,2,1,0,1,12,1,22500,1,69,52,17,4,1,2,1,20,80,491,2
0.809674,45,3,1,0,1,22,0,5000,0,69,54,15,3,0,0,0,15,45,139,1
0.275561,29,2,1,1,0,12,1,5000,1,69,55,14,2,0,0,0,300,600,202,1
0.282614,20,2,1,0,1,22,1,5000,1,70,57,13,5,0,0,0,4,20,202,2
0.313364,20,3,1,1,0,8,1,5000,1,70,55,15,4,0,0,0,1,4,139,2
0.775678,49,2,1,1,0,7,1,15000,1,70,35,35,1,0,0,0,17,17,289,2
1.708498,40,2,1,1,0,7,1,15000,1,70,55,15,8,1,1,0,2,16,69,1
0.738254,31,3,1,0,1,24,1,40000,1,70,52,18,9,1,1,1,44,396,289,1
1.103573,36,2,1,1,0,12,0,5000,1,70,55,15,1,1,1,0,206,206,289,2
0.535427,16,3,1,0,1,8,1,5000,1,70,56,14,2,1,1,0,25,50,491,2
0.589687,26,1,1,1,0,12,1,27500,1,70,55,15,1,0,0,0,20,20,491,2
0.936063,26,1,1,0,1,12,1,40000,1,70,51,19,3,1,1,0,200,600,139,1
0.552966,38,1,1,0,1,24,1,40000,1,70,61,9,3,0,0,0,10,30,99,2
1.735988,48,3,1,1,0,25,0,22500,1,70,45,25,8,0,0,0,10,80,953,2
0.337494,13,2,1,1,0,10,1,15000,1,70,59,11,5,0,0,0,12,60,491,2
1.055808,38,3,1,1,0,12,1,40000,1,70,64,6,4,0,0,0,15,60,491,2
0.543282,38,3,1,1,0,22,1,27500,1,70,58,12,10,1,1,1,10,100,491,2
1.055808,38,3,1,0,1,21,1,22500,1,70,58,12,3,1,1,1,5,15,953,2
1.24831,4,1,1,1,0,5,1,15000,1,70,58,12,4,1,1,0,100,400,491,1
0.767521,37,2,1,1,0,12,1,15000,1,70,65,5,12,0,0,0,8,96,202,1
0.4059,45,1,1,1,0,12,0,5000,1,70,0,71,2,0,0,0,80,160,139,2
0.407622,28,2,1,1,0,10,1,40000,1,70,58,12,15,1,1,1,2.666667,40,289,1
0.755637,45,2,1,1,0,12,1,15000,1,70,54,16,4,0,0,0,2,8,139,2
0.498648,17,1,1,1,0,12,1,40000,1,70,60,10,5,1,1,1,20,100,491,2
0.229472,42,2,1,1,0,8,1,5000,1,70,52,18,7,0,0,0,10,70,27,1
0.289506,20,1,1,1,0,21,1,15000,1,71,56,15,6,0,0,0,15,90,953,2
0.358794,46,3,1,1,0,12,1,15000,1,71,59,12,25,0,0,0,1,25,202,2
1.436446,23,2,1,1,0,10,0,15000,1,71,59,12,10,1,1,1,3,30,491,2
0.59401,26,2,1,1,0,12,1,15000,1,71,65,6,8,0,0,0,10,80,491,1
1.536621,26,3,1,0,1,20,1,15000,1,71,57,14,4,1,1,0,2,8,202,2
0.930125,50,2,1,1,0,8,1,15000,1,71,59,12,6,1,1,1,3,18,491,2
1.142868,24,2,1,1,0,22,1,62500,1,71,58,13,7,0,0,0,18,126,953,2
1.903878,24,2,1,1,0,8,1,40000,1,71,57,14,2,0,0,0,110,220,953,2
0.533889,38,2,1,1,0,12,1,40000,1,71,64,7,3,1,1,1,20,60,289,1
0.829951,1,3,1,0,1,10,1,5000,1,71,59,12,12,0,0,0,20,240,202,1
8.930034,10,2,1,0,1,12,1,27500,0,71,53,18,6,0,0,0,20,120,491,2
0.632521,4,3,1,1,0,12,1,15000,1,71,59,12,1,0,0,0,60,60,491,2
0.706293,32,1,1,1,0,24,1,62500,1,71,63,8,1,1,1,1,200,200,491,1
0.750091,32,3,1,1,0,7,1,62500,1,71,66,5,3,0,0,0,20,60,139,1
0.608387,4,3,1,1,0,10,1,15000,1,71,56,15,7,0,0,0,14.285714,100,491,1
1.308733,6,2,1,1,0,12,1,15000,1,71,59,12,4,0,0,0,10,40,69,2
0.258901,30,2,1,1,0,12,0,15000,1,72,63,9,5,0,0,0,2,10,69,1
0.358794,46,2,1,1,0,22,1,15000,1,72,56,16,5,0,0,0,8,40,491,2
0.564828,22,1,1,1,0,22,1,40000,1,72,55,17,5,0,0,0,10,50,491,2
1.709285,40,2,1,1,0,12,0,15000,1,72,56,16,3,0,0,0,8,24,289,2
1.088358,36,2,1,1,0,22,1,40000,1,72,60,12,4,0,0,0,1,4,289,1
0.142067,35,1,1,1,0,12,1,15000,1,72,57,15,10,0,0,0,8,80,139,1
0.865309,48,3,1,1,0,12,1,22500,1,72,57,15,1,0,0,0,50,50,491,1
2.219774,44,3,1,1,0,5,1,15000,1,72,64,8,10,0,0,0,5,50,69,2
0.572765,6,2,1,1,0,9,0,5000,1,72,58,14,1,1,1,1,125,125,491,2
0.141134,35,3,1,1,0,8,0,15000,1,72,62,10,1,1,1,0,30,30,491,2
0.257156,27,2,1,1,0,8,0,15000,1,72,60,12,25,1,2,1,5,125,202,2
2.518346,33,2,1,1,0,8,1,15000,1,73,59,14,30,0,0,0,10,300,289,1
1.708498,40,3,1,1,0,8,1,22500,1,73,61,12,14,1,2,0,5,70,491,2
0.643539,26,1,1,1,0,12,1,15000,1,73,65,8,3,0,0,0,11,33,289,2
0.996466,50,2,1,1,0,12,1,15000,1,73,59,14,2,1,1,0,1,2,491,2
0.543282,38,2,1,1,0,12,1,22500,1,73,58,15,7,1,1,1,100,700,491,2
0.370994,7,3,1,1,0,24,1,40000,1,74,64,10,7,0,0,0,10,70,491,2
2.795364,33,2,1,1,0,24,1,27500,1,74,58,16,15,1,1,1,20,300,953,2
0.231162,30,2,1,1,0,11,0,15000,1,74,60,14,12,0,0,0,6,72,69,1
1.708498,40,2,1,1,0,12,1,15000,1,74,62,12,3,0,0,0,100,300,289,1
1.402237,23,3,1,1,0,8,1,22500,1,74,62,12,2,0,0,0,150,300,491,1
1.049285,16,3,1,1,0,8,1,15000,1,74,64,10,5,0,0,0,5,25,202,2
1.88673,50,2,1,0,1,8,1,15000,1,74,58,16,9,1,1,0,1,9,202,2
0.876123,47,3,1,1,0,9,1,15000,1,74,56,18,14,0,0,0,1,14,491,2
1.339916,4,2,0,1,0,7,1,5000,1,74,60,14,5,1,1,1,10,50,289,1
0.4059,45,2,1,1,0,10,1,27500,1,74,56,18,3,0,0,0,6,18,202,2
0.212488,42,2,1,1,0,8,1,40000,1,74,62,12,1,1,1,1,6,6,45,2
0.263923,27,3,1,3,0,12,0,15000,0,74,59,15,2,1,1,1,10,20,491,2
0.233707,29,3,1,1,0,12,1,40000,1,74,62,12,1,1,1,1,30,30,289,1
0.130625,39,2,1,1,0,22,0,27500,1,75,55,20,2,1,1,1,600,1200,491,2
1.682067,40,3,1,1,0,8,1,15000,1,75,61,14,5,0,0,0,2,10,289,2
0.243604,29,3,1,1,0,12,1,15000,1,75,58,17,1,0,0,0,200,200,491,2
1.625787,47,2,1,1,0,22,1,62500,1,75,66,9,8,0,0,0,2,16,289,1
0.709584,41,2,1,1,0,4,1,15000,1,75,63,12,12,1,3,1,4,48,289,2
0.768018,43,2,1,1,0,12,1,15000,1,75,70,5,1,0,0,0,2,2,45,2
4.343899,44,1,1,1,0,12,1,40000,1,75,69,6,1,1,0,0,30,30,491,2
1.258143,4,3,1,0,1,12,1,15000,1,75,63,12,2,1,0,0,10,20,491,2
0.241702,51,3,1,1,0,9,1,15000,1,75,35,40,1,0,0,0,100,100,45,1
0.542837,27,3,1,1,0,12,1,22500,1,75,65,10,3,1,1,1,5,15,99,1
1.708498,40,3,1,1,0,12,1,15000,1,76,66,10,1,1,1,1,240,240,491,2
1.142868,24,3,1,1,0,8,1,15000,1,76,60,16,5,1,1,0,15,75,289,1
1.173192,24,2,1,1,0,23,1,15000,1,76,61,15,1,1,1,0,13,13,289,2
1.970566,50,2,1,1,0,24,1,40000,1,76,64,12,3,0,0,0,5,15,69,1
0.554001,22,2,1,1,0,12,0,15000,1,77,65,12,8,0,0,0,2,16,139,1
1.708498,40,3,1,0,1,12,1,22500,1,77,65,12,10,1,1,0,3,30,491,2
0.964219,24,2,1,1,0,26,0,15000,1,77,65,12,3,1,1,1,20,60,953,2
0.182013,46,3,1,1,0,22,0,15000,1,78,18,60,3,0,0,0,10,30,491,2
0.179731,46,2,1,1,0,21,0,22500,0,78,64,14,8,0,0,0,18.75,150,491,2
3.501866,40,3,1,1,0,8,0,15000,1,78,61,17,2,1,2,1,200,400,9,1
2.484198,26,1,1,0,1,24,0,27500,1,78,60,18,1,1,1,1,16,16,69,1
0.924998,24,2,1,1,0,12,1,5000,1,78,66,12,10,0,0,0,4,40,202,1
1.848937,38,2,1,0,1,22,1,22500,1,78,50,28,4,0,0,0,118,472,139,1
0.715803,47,3,0,0,1,4,1,5000,1,78,70,8,1,0,0,0,8,8,491,2
1.24831,4,3,1,1,0,9,1,5000,1,78,61,17,14,0,0,0,6,84,139,1
0.655464,3,2,1,1,0,11,1,27500,1,78,50,28,2,1,1,1,150,300,202,1
0.679895,27,2,1,1,0,8,1,27500,1,78,53,25,5,0,0,0,15,75,491,2
2.021301,50,3,1,1,0,7,1,15000,1,79,70,9,20,0,0,0,3,60,69,1
0.915454,48,2,1,1,0,8,0,15000,1,79,67,12,1,0,0,0,60,60,953,2
0.230274,29,1,1,0,1,12,1,15000,1,80,68,12,9,1,1,0,88.888889,800,202,1
0.77843,49,3,1,1,0,6,1,15000,1,80,68,12,8,1,1,0,10,80,953,1
0.144548,35,2,1,1,0,23,1,40000,1,80,68,12,4,1,2,0,25,100,69,1
1.389411,23,3,1,1,0,12,0,5000,1,81,75,6,15,0,0,0,20,300,953,2
1.925049,50,3,1,1,0,8,0,15000,1,81,11,70,2,1,1,0,10,20,953,2
0.543282,38,2,1,1,0,21,1,40000,1,81,65,16,1,1,1,1,50,50,491,2
0.617194,15,2,1,1,0,12,0,27500,1,82,71,11,12,1,1,1,4,48,139,1
0.80958,1,1,1,1,0,6,0,5000,1,82,79,3,3,1,1,1,20,60,491,1
0.564828,22,2,1,1,0,24,1,62500,1,84,74,10,10,1,4,1,806,8060,202,1
1.331412,1,1,1,1,0,22,0,15000,1,85,73,12,5,0,0,0,50,250,99,2
0.328337,13,3,1,0,1,24,1,85000,1,90,76,14,3,1,1,1,150,450,27,1
0.564828,22,2,1,0,1,10,0,40000,1,18,6,12,10,0,0,0,25,250,491,1
0.239131,30,3,1,0,1,12,0,5000,1,18,3,15,2,1,0,0,150,300,289,1
1.708498,40,2,1,2,0,11,0,15000,1,18,2,16,6,0,0,0,15,90,289,1
0.775678,49,3,1,2,0,11,1,22500,1,18,10,8,58,1,1,1,0.431034,25,289,2
0.612523,15,2,1,0,1,11,0,15000,1,18,6,12,2,0,0,0,1,2,953,1
4.075414,26,2,1,0,1,11,0,5000,1,18,4,14,2,1,2,1,10,20,99,1
1.58945,48,2,0,2,0,10,0,22500,1,18,12,6,5,0,0,0,5,25,202,2
1.765372,47,1,1,2,0,11,0,15000,1,18,8,10,9,1,1,1,20,180,491,2
0.876123,47,3,1,2,0,20,0,27500,1,18,8,10,5,0,0,0,5,25,289,1
0.85028,1,3,1,0,1,12,0,22500,1,18,5,13,3,0,0,0,20,60,491,2
0.608143,4,2,1,3,0,11,1,22500,1,18,8,10,125,1,2,1,5,625,491,1
0.766042,19,2,1,2,0,10,0,62500,1,18,11,7,1,0,0,0,800,800,45,1
1.724999,25,3,1,3,0,12,1,27500,0,18,2,16,3,0,0,0,27,81,45,1
0.613061,6,3,1,2,0,11,0,62500,1,18,5,13,10,1,2,1,20,200,289,2
0.254969,27,2,1,0,0,11,0,62500,1,18,5,13,2,1,1,0,10,20,139,2
0.350148,45,2,1,2,0,11,0,40000,1,18,7,11,11,1,1,1,36.363636,400,953,1
0.243372,51,2,1,0,1,11,0,15000,1,18,4,14,6,0,0,0,40,240,69,1
0.316841,20,3,1,4,0,21,0,15000,1,19,3,16,1,1,1,0,20,20,139,2
1.351319,33,1,1,2,0,20,0,85000,1,19,5,14,40,0,0,0,50,2000,491,1
0.137443,8,2,1,0,1,8,0,22500,1,19,5,14,1,0,0,0,10,10,289,2
0.59401,26,3,1,0,1,12,1,15000,0,19,2,17,4,0,0,0,2,8,491,1
0.974526,50,2,1,0,1,20,0,40000,1,19,2,17,6,0,0,0,4,24,491,2
0.80329,13,2,1,0,1,12,1,27500,0,19,0,20,2,1,1,1,30,60,289,2
0.659806,13,2,1,0,1,12,0,15000,1,19,12,7,8,0,0,0,20,160,491,2
1.325043,41,2,1,2,0,20,0,22500,1,19,9,10,27,1,6,1,5,135,491,1
4.468154,10,1,1,0,1,12,0,40000,1,19,13,6,1,1,1,1,55,55,202,1
0.707501,32,2,1,0,1,12,0,15000,0,19,3,16,2,0,0,0,5,10,953,2
0.88259,19,1,1,2,0,22,0,15000,0,19,7,12,6,0,0,0,2,12,202,2
0.702296,6,2,1,0,1,8,1,15000,1,19,9,10,7,1,1,0,5,35,289,2
0.381115,28,2,1,0,1,11,1,15000,0,19,10,9,2,0,0,0,30,60,491,2
0.213116,42,2,1,2,0,20,0,5000,1,19,3,16,1,1,2,1,50,50,289,1
1.243626,37,3,1,0,1,12,1,15000,0,19,14,5,9,0,0,0,15,135,491,2
0.597805,6,1,1,2,0,21,0,40000,1,19,3,16,1,0,0,0,150,150,202,2
0.704496,45,1,1,2,0,22,0,40000,1,19,9,10,4,0,0,0,20,80,99,1
0.142067,35,1,1,2,0,20,0,15000,1,19,7,12,25,1,4,1,12,300,202,1
0.767521,37,2,1,4,0,9,1,5000,1,19,9,10,7,0,0,0,10,70,491,2
1.330903,33,3,1,4,0,10,0,40000,1,20,4,16,3,0,0,0,17,51,491,2
0.990532,49,2,1,0,1,22,1,22500,0,20,6,14,5,1,3,1,120,600,27,1
1.416403,23,2,1,4,0,10,1,5000,1,20,1,19,34,1,2,1,10,340,491,1
0.623743,26,3,1,0,1,12,0,15000,1,20,7,13,5,1,1,1,6,30,9,1
0.974526,50,3,1,0,1,12,0,40000,1,20,8,12,9,1,1,0,15,135,202,2
0.339394,13,3,1,0,1,12,0,22500,1,20,9,11,20,1,1,0,25,500,491,1
1.925771,5,2,1,2,0,22,0,15000,1,20,1,19,10,1,1,1,20,200,491,1
0.850952,47,1,1,4,0,12,0,40000,1,20,8,12,25,1,2,1,10,250,139,1
1.436951,10,2,1,2,0,22,0,15000,1,20,12,8,12,1,1,0,150,1800,202,1
0.700359,25,3,1,0,1,24,1,15000,1,20,8,12,90,1,4,1,4,360,491,1
0.144548,35,1,1,0,1,21,0,15000,1,20,6,14,15,1,1,1,70,1050,69,2
0.147815,35,2,1,2,0,22,0,5000,1,20,12,8,15,1,1,1,20,300,69,2
0.282002,27,3,1,0,1,12,0,22500,1,20,12,8,6,1,1,1,15,90,27,1
0.254969,27,2,1,4,0,12,0,22500,1,20,8,12,20,1,2,1,10,200,289,1
0.534852,27,3,1,2,0,20,0,40000,1,20,8,12,3,1,1,1,20,60,139,2
1.069775,29,2,1,0,1,12,1,27500,1,20,0,21,1,1,1,0,70,70,491,2
0.180318,46,2,1,0,1,22,0,15000,1,21,11,10,5,0,0,0,3,15,491,2
0.180318,46,2,1,0,1,12,1,15000,1,21,4,17,5,0,0,0,15,75,99,1
0.48811,49,3,1,3,0,12,1,40000,0,21,5,16,4,0,0,0,2,8,139,1
0.791316,49,2,1,0,1,12,0,22500,1,21,9,12,30,1,3,1,1,30,289,1
3.448781,40,3,1,0,1,12,1,27500,0,21,5,16,3,0,0,0,5,15,491,2
4.722633,36,2,1,2,0,21,0,22500,1,21,9,12,1,0,0,0,20,20,289,2
0.551412,16,1,1,0,1,12,1,15000,0,21,0,21,15,1,1,1,4,60,953,2
0.947848,26,2,1,0,1,11,1,22500,1,21,16,5,4,1,1,1,50,200,202,1
1.94886,50,2,1,0,1,12,0,22500,1,21,5,16,3,1,1,0,10,30,491,2
0.983907,50,2,1,0,1,12,0,40000,1,21,9,12,4,1,2,1,150,600,27,1
2.545651,26,2,1,0,1,12,0,27500,1,21,15,6,2,0,0,0,20,40,953,1
0.614696,13,2,1,2,0,21,0,5000,1,21,15,6,1,1,1,1,20,20,289,2
0.233707,29,2,1,0,1,12,1,15000,1,21,7,14,5,0,0,0,60,300,289,1
2.112485,11,2,1,0,1,24,0,62500,1,21,10,11,1,0,0,0,37,37,289,2
1.529818,43,2,1,0,1,24,0,40000,1,21,11,10,5,0,0,0,13,65,953,2
0.808089,43,1,1,0,1,21,0,40000,1,21,11,10,15,0,0,0,50,750,289,1
0.632521,4,2,1,4,0,11,1,5000,1,21,15,6,1,1,1,1,40,40,491,1
0.637503,4,2,1,0,1,22,0,15000,1,21,15,6,2,1,1,1,8,16,69,1
0.765392,19,2,1,2,0,22,0,15000,1,21,7,14,20,1,1,0,15,300,202,1
0.381133,42,3,1,3,0,21,1,15000,0,21,1,20,3,1,1,0,15,45,69,2
0.268574,27,3,0,0,1,21,1,27500,1,21,10,11,15,1,6,1,25,375,202,1
0.142067,35,2,1,2,0,23,0,5000,1,21,11,10,20,0,0,0,3,60,202,1
0.73453,45,1,1,0,1,21,1,15000,0,21,5,16,4,0,0,0,50,200,289,1
0.507758,27,2,1,0,1,10,0,40000,1,21,9,12,1,1,1,1,15,15,491,2
0.254969,27,1,1,2,0,23,0,40000,1,21,6,15,3,0,0,0,4,12,69,2
0.317374,20,2,1,0,1,12,0,22500,1,22,9,13,16,1,1,1,30,480,69,1
10.694107,33,1,1,0,1,24,1,15000,1,22,9,13,5,0,0,0,50,250,491,1
0.456638,30,3,1,0,1,12,1,15000,1,22,13,9,1,1,1,1,1,1,289,2
0.180318,46,2,1,0,0,12,1,62500,1,22,12,10,20,1,1,0,20,400,45,1
0.486384,49,3,1,4,0,12,1,5000,1,22,12,10,2,1,1,0,50,100,69,1
1.154655,36,1,1,0,1,23,0,40000,1,22,6,16,4,0,0,0,35,140,953,2
1.455784,23,2,1,0,1,10,1,15000,0,22,1,21,15,1,1,1,1,15,289,2
1.389411,23,3,1,0,1,12,0,22500,1,22,10,12,45,1,1,1,5,225,953,1
1.101556,36,2,1,0,1,12,1,22500,0,22,1,21,15,1,1,1,5,75,953,2
1.536621,26,3,1,0,1,12,0,62500,1,22,12,10,5,1,1,1,10,50,953,2
0.96163,24,2,1,0,1,12,0,15000,1,22,6,16,1,1,1,0,150,150,289,2
0.960737,24,2,1,2,0,12,0,15000,1,22,9,13,4,1,2,0,5,20,953,1
0.961562,50,1,1,0,1,24,0,62500,1,22,9,13,5,0,0,0,150,750,491,1
0.961562,50,2,1,2,0,24,0,15000,1,22,10,12,100,1,8,1,15,1500,289,1
1.142868,24,2,1,4,0,24,0,15000,1,22,13,9,1,1,1,0,30,30,202,2
0.559969,16,1,1,0,1,21,1,22500,0,22,12,10,2,0,0,0,75,150,139,2
0.683426,13,3,1,0,1,23,0,27500,1,22,8,14,1,0,0,0,20,20,289,2
1.745988,47,3,1,4,0,9,0,15000,1,22,17,5,20,0,0,0,5,100,289,1
1.023825,47,1,1,0,1,22,0,40000,1,22,5,17,3,0,0,0,15,45,491,2
1.397983,1,2,1,0,0,8,0,5000,1,22,8,14,8,1,1,1,10,80,202,2
0.632521,4,2,1,0,1,8,0,15000,1,22,15,7,4,0,0,0,480,1920,491,1
2.255942,44,3,1,0,1,12,1,27500,0,22,3,19,11,1,1,0,15,165,491,2
0.766042,19,3,1,0,1,12,0,40000,1,22,15,7,45,1,1,0,7,315,953,1
4.449768,44,3,1,0,1,21,0,27500,1,22,9,13,1,0,0,0,80,80,202,2
0.149894,35,2,1,0,1,21,0,40000,1,22,8,14,6,1,1,1,15,90,202,1
0.147815,35,2,1,0,1,22,0,5000,1,22,9,13,1,1,1,1,75,75,289,1
0.230151,42,3,1,0,1,12,0,27500,1,22,10,12,40,1,1,0,5,200,289,1
0.522674,27,2,0,2,0,23,1,27500,0,22,6,16,4,0,0,0,75,300,99,1
0.677773,3,2,1,0,1,22,0,5000,1,22,12,10,2,0,0,0,200,400,202,1
0.958391,30,1,1,0,1,22,1,85000,1,23,0,23,6,0,0,0,25,150,289,1
0.294664,20,2,1,0,1,21,0,22500,1,23,12,11,25,0,0,0,50,1250,139,1
0.358794,46,2,1,0,1,22,0,85000,1,23,8,15,2,0,0,0,17.5,35,491,2
0.182013,46,3,1,0,1,24,0,27500,1,23,11,12,6,0,0,0,9,54,9,1
1.601172,33,3,1,0,1,10,0,27500,1,23,9,14,10,1,1,1,15,150,139,2
0.145703,8,3,1,0,1,12,0,27500,1,23,11,12,2,0,0,0,15,30,99,1
1.701819,40,3,1,3,0,11,1,22500,0,23,11,12,8,1,2,0,5,40,491,2
1.222431,36,3,1,2,0,23,0,40000,1,23,15,8,3,0,0,0,10,30,491,2
1.546452,14,1,0,0,1,22,0,40000,1,23,5,18,2,1,1,0,610,1220,491,2
0.51305,17,1,1,4,0,11,1,5000,1,23,8,15,2,1,1,1,100,200,99,2
1.177701,24,3,1,0,1,24,0,85000,1,23,2,21,2,0,0,0,20,40,491,1
0.944449,50,1,1,0,1,24,0,27500,1,23,10,13,8,0,0,0,10,80,491,1
